,Year,Prodcom code,Commodity code,Prodcom Description,Commodity Description
7407,2025,25.63.50.10,84802000,"Moulding boxes for metal foundry, mould bases, moulding patterns (excluding moulding patterns of wood)","Mould bases (other than of graphite or other carbon, ceramic meterials or glass)"
7408,2025,25.63.50.10,84803090,"Moulding boxes for metal foundry, mould bases, moulding patterns (excluding moulding patterns of wood)","Moulding patterns (excl. moulding patterns of graphite or other carbons and ceramic, glass or wooden moulding patterns)"
7409,2025,25.63.50.20,84803010,Moulding patterns of wood,Moulding patterns of wood
7410,2025,25.63.50.30,84804100,Injection or compression type moulds for metal or metal carbides (excluding ingot moulds),Injection or compression-type moulds for metal or metal carbides (excl. moulds of graphite or other carbons and ceramic or glass moulds)
7411,2025,25.63.50.40,84804900,Moulds for metal or metal carbides (excluding injection or compression types),"Moulds for metal or metal carbides (excl. moulds of graphite or other carbons, ceramic or glass moulds, linotype moulds or matrices, injection or compression-type moulds and ingot moulds)"
7412,2025,25.63.50.50,84805000,Moulds for glass,Moulds for glass (excl. moulds of graphite or other carbons and ceramic moulds)
7413,2025,25.63.50.60,84806000,Moulds for mineral materials,"Moulds for mineral materials (excl. moulds of graphite or other carbons, ceramic or glass moulds)"
7414,2025,25.63.50.70,84807100,Injection or compression type moulds for rubber or plastics,Injection or compression-type moulds for rubber or plastics
7415,2025,25.63.50.80,84807900,Moulds for rubber or plastics (excluding injection or compression types),Moulds for rubber or plastics (other than injection or compression types)
7416,2025,25.63.60.10,82071300,Rock drilling or earth boring tools with working part of cermets,"Rock-drilling or earth-boring tools, interchangeable, with working parts of sintered metal carbides or cermets"
7417,2025,25.63.60.11,82071910,"Rock-drilling or earth-boring tools, interchangeable, and parts therefor, with working parts of materials other than sintered metal carbide or cermets","Rock-drilling or earth-boring tools, interchangeable, with working parts of diamond or agglomerated diamond"
7418,2025,25.63.60.11,82071990,"Rock-drilling or earth-boring tools, interchangeable, and parts therefor, with working parts of materials other than sintered metal carbide or cermets","Rock-drilling or earth-boring tools, interchangeable, with working parts of materials other than sintered metal carbide, cermets, diamond or agglomerated diamond"
7419,2025,25.63.60.20,82072010,"Interchangeable dies for drawing or extruding metal, with working parts of diamond or agglomerated diamond","Interchangeable dies for drawing or extruding metal, with working parts of diamond or agglomerated diamond"
7420,2025,25.63.60.21,82072090,"Dies for drawing or extruding metal (excluding unmounted plates, sticks, tips, rods, pellets, rings, etc. of sintered metal carbides or cermets)","Interchangeable dies for drawing or extruding metal, with working parts of materials other than diamond or agglomerated diamond"
7421,2025,25.63.60.30,82073010,"Pressing, stamping or punching tools for working metal (excluding work and tool holders for machines or hand tools)","Interchangeable tools for pressing, stamping or punching, for working metal"
7422,2025,25.63.60.31,82073090,"Pressing, stamping or punching tools (excluding work and tool holders for machines or hand tools, for working metal)","Interchangeable tools for pressing, stamping or punching, for working materials other than metal"
7423,2025,25.63.60.40,82081000,Knives and cutting blades for machines or for mechanical appliances for working metal,"Knives and cutting blades, of base metal, for machines or for mechanical appliances, for metalworking"
7424,2025,25.63.60.41,82082000,Knives and cutting blades for machines or for mechanical appliances for working wood,"Knives and cutting blades, of base metal, for machines or for mechanical appliances, for wood-working"
7425,2025,25.63.60.42,82083000,"Knives and cutting blades, of base metal, for kitchen appliances or for machines used by the food industry","Knives and cutting blades, of base metal, for kitchen appliances or for machines used by the food industry"
7426,2025,25.63.60.43,82084000,"Knives and cutting blades for agricultural, horticultural or forestry machines (excluding coulters for ploughs, discs for harrows)","Knives and cutting blades, of base metal, for agricultural, horticultural or forestry machines (excl. those for wood-working)"
7427,2025,25.63.60.44,82089000,"Knives and cutting blades, of base metal, for machines or for mechanical appliances (excl. those for metal or wood-working, kitchen appliances or machines used by the food industry and those for agricultural, horticultural or forestry machines)","Knives and cutting blades, of base metal, for machines or for mechanical appliances (excl. those for metal or wood-working, kitchen appliances or machines used by the food industry and those for agricultural, horticultural or forestry machines)"
7428,2025,25.63.60.50,82090020,"Indexable inserts for tools, unmounted, of sintered metal carbides and cermets","Inserts, indexable, for tools, unmounted, of sintered metal carbide or cermets"
7429,2025,25.63.60.60,82090080,"Unmounted sintered metal carbides or cermet plates, sticks, tips and the like for tools (excluding indexable inserts)","Plates, sticks, tips and the like for tools, unmounted, of sintered metal carbides or cermets (excl. indexable inserts)"
7430,2025,25.91.11.00,73101000,"Tanks, casks, drums, cans, boxes and similar containers, for any material (except gas), of iron or steel, of a capacity ≥ 50 l but ≤ 300 l, not fitted with mechanical or thermal equipment","Tanks, casks, drums, cans, boxes and similar containers, of iron or steel, for any material, of a capacity of >= 50 l but <= 300 l, n.e.s. (excl. containers for compressed or liquefied gas, or containers fitted with mechanical or thermal equipment)"
7431,2025,25.91.12.00,73102910,"Tanks, casks, drums, cans (except those to be closed by soldering or crimping), boxes and similar containers, for any material (except gas), of iron or steel, of a capacity < 50 l, not fitted with mechanical or thermal equipment","Tanks, casks, drums, cans, boxes and similar containers, of iron or steel, for any material, of a capacity of < 50 l and of a wall thickness of < 0,5 mm, n.e.s. (excl. containers for compressed or liquefied gas, or containers fitted with mechanical or the"
7432,2025,25.91.12.00,73102990,"Tanks, casks, drums, cans (except those to be closed by soldering or crimping), boxes and similar containers, for any material (except gas), of iron or steel, of a capacity < 50 l, not fitted with mechanical or thermal equipment","Tanks, casks, drums, cans, boxes and similar containers, of iron or steel, for any material, of a capacity of < 50 l and of a wall thickness of >= 0,5 mm, n.e.s. (excl. containers for compressed or liquefied gas, or containers fitted with mechanical or th"
7433,2025,25.92.11.33,73102111,"Cans used for preserving food and drink of iron or steel, < 50 l, food cans","Cans of iron or steel, of a capacity of < 50 l, which are to be closed by soldering or crimping, of a kind used for preserving food"
7434,2025,25.92.11.35,73102119,"Cans used for preserving food and drink of iron or steel, < 50 l, drinks","Cans of iron or steel, of a capacity of < 50 l, which are to be closed by soldering or crimping, of a kind used for preserving drink"
7435,2025,25.92.11.50,73102191,"Cans other than for preserving food and drink of iron or steel, < 50 l","Cans of iron or steel, of a capacity of < 50 l, which are to be closed by soldering or crimping, of a wall thickness of < 0,5 mm (excl. cans for compressed or liquefied gas, and cans of a kind used for preserving food and drink)"
7436,2025,25.92.11.50,73102199,"Cans other than for preserving food and drink of iron or steel, < 50 l","Cans of iron or steel, of a capacity of < 50 l, which are to be closed by soldering or crimping, of a wall thickness of >= 0,5 mm (excl. cans for compressed or liquefied gas, and cans of a kind used for preserving food and drink)"
7437,2025,25.92.12.10,76121000,"Aluminium collapsible tubular containers of a capacity ≤ 300 litres, for any material except compressed or liquefied gas","Collapsible tubular containers, of aluminium"
7438,2025,25.92.12.40,76129030,"Casks, drums, cans, boxes and similar containers, of aluminium, for any material (other than compressed or liquefied gas), n.e.c . (other than collapsible tubular containers and containers for aerosols)","Casks, drums, cans, boxes and similar containers, of aluminium, manufactured from foil of a thickness <= 0,2 mm"
